CSG518-1,CSG518-2,CSG518-3,CSG518-4,CSG518-5,CSG518-6,CSG518-7,CSG518-8,Direction,Output
-75,-91,-82,-81,-70,-87,-100,-84,North,i19
-76,-91,-82,-86,-71,-90,-94,-84,North,i19
-76,-100,-82,-79,-70,-89,-94,-84,North,i19
-75,-92,-81,-81,-71,-88,-92,-84,North,i19
-77,-90,-79,-79,-71,-89,-94,-85,North,i19
-77,-92,-81,-79,-70,-88,-92,-84,North,i19
-76,-93,-80,-79,-71,-89,-90,-84,North,i19
-76,-93,-81,-79,-71,-88,-94,-84,North,i19
-77,-92,-82,-79,-71,-90,-100,-85,North,i19
-77,-100,-82,-80,-72,-88,-92,-85,North,i19
-76,-91,-81,-77,-71,-89,-94,-83,North,i19
-74,-92,-81,-78,-72,-91,-92,-85,North,i19
-77,-92,-81,-80,-70,-87,-95,-85,North,i19
-77,-100,-80,-78,-71,-88,-93,-85,North,i19
-76,-90,-80,-79,-71,-90,-100,-85,North,i19
-76,-92,-82,-79,-70,-86,-93,-83,North,i19
-76,-92,-81,-80,-69,-88,-93,-82,North,i19
-76,-89,-81,-82,-71,-89,-96,-84,North,i19
-77,-91,-100,-80,-71,-90,-100,-85,North,i19
-76,-92,-82,-79,-70,-88,-94,-85,North,i19
-76,-89,-82,-79,-71,-100,-100,-86,North,i19
-78,-91,-81,-80,-70,-100,-100,-84,North,i19
-77,-100,-82,-81,-70,-90,-91,-91,North,i19
-77,-91,-81,-82,-71,-91,-91,-84,North,i19
-77,-90,-82,-80,-72,-90,-100,-85,North,i19
-77,-89,-82,-80,-71,-90,-100,-85,North,i19
-77,-94,-81,-79,-71,-91,-100,-85,North,i19
-77,-90,-81,-81,-71,-91,-100,-85,North,i19
-77,-90,-82,-81,-67,-90,-93,-84,North,i19
-77,-91,-81,-82,-71,-90,-94,-84,North,i19
-77,-91,-81,-81,-70,-91,-92,-86,North,i19
-77,-88,-84,-81,-70,-90,-100,-85,North,i19
-76,-91,-81,-83,-70,-91,-92,-85,North,i19
-78,-89,-81,-81,-71,-90,-100,-86,North,i19
-76,-87,-81,-80,-69,-89,-90,-84,North,i19
-77,-90,-80,-81,-70,-88,-100,-86,North,i19
-78,-90,-82,-81,-72,-91,-100,-85,North,i19
-77,-93,-81,-79,-71,-89,-94,-85,North,i19
-77,-100,-81,-81,-70,-90,-94,-85,North,i19
-77,-90,-82,-82,-70,-90,-100,-85,North,i19
-77,-92,-81,-81,-70,-92,-100,-86,North,i19
-76,-92,-83,-81,-70,-91,-100,-85,North,i19
-76,-89,-81,-80,-72,-92,-100,-85,North,i19
-75,-90,-81,-81,-70,-91,-100,-84,North,i19
-74,-90,-82,-79,-70,-91,-100,-85,North,i19
-71,-93,-83,-89,-73,-84,-80,-83,North,i17
-70,-89,-82,-83,-75,-84,-79,-83,North,i17
-70,-94,-83,-89,-74,-85,-79,-86,North,i17
-74,-91,-79,-89,-74,-81,-80,-83,North,i17
-71,-90,-82,-88,-76,-86,-79,-83,North,i17
-71,-91,-82,-90,-75,-84,-81,-83,North,i17
-72,-92,-83,-85,-72,-84,-77,-81,North,i17
-71,-94,-81,-85,-77,-85,-79,-82,North,i17
-71,-91,-82,-87,-76,-85,-78,-84,North,i17
-71,-91,-83,-84,-74,-85,-79,-83,North,i17
-71,-90,-82,-87,-74,-86,-78,-83,North,i17
-71,-91,-82,-87,-75,-86,-79,-82,North,i17
-70,-92,-82,-86,-73,-85,-80,-84,North,i17
-71,-92,-82,-86,-72,-85,-80,-82,North,i17
-70,-92,-82,-85,-74,-86,-78,-83,North,i17
-71,-92,-84,-84,-71,-86,-81,-83,North,i17
-70,-89,-84,-87,-75,-86,-81,-83,North,i17
-72,-89,-84,-86,-74,-87,-81,-83,North,i17
-71,-92,-82,-89,-77,-86,-81,-82,North,i17
-71,-90,-83,-87,-74,-87,-81,-82,North,i17
-71,-88,-82,-100,-74,-85,-79,-84,North,i17
-71,-89,-84,-85,-72,-85,-80,-83,North,i17
-70,-90,-83,-81,-72,-85,-81,-84,North,i17
-71,-89,-84,-91,-73,-83,-80,-85,North,i17
-71,-92,-82,-81,-74,-86,-79,-84,North,i17
-72,-92,-82,-81,-73,-84,-80,-84,North,i17
-72,-95,-82,-81,-75,-85,-82,-83,North,i17
-72,-94,-82,-81,-73,-83,-83,-82,North,i17
-71,-95,-83,-82,-73,-84,-82,-84,North,i17
-71,-92,-82,-81,-73,-83,-79,-82,North,i17
-71,-94,-81,-86,-73,-85,-81,-83,North,i17
-71,-100,-81,-82,-73,-86,-78,-83,North,i17
-71,-93,-82,-85,-72,-83,-79,-82,North,i17
-72,-91,-83,-85,-72,-85,-80,-85,North,i17
-73,-94,-81,-91,-73,-83,-79,-83,North,i17
-71,-90,-81,-81,-75,-85,-77,-87,North,i17
-69,-92,-80,-100,-74,-85,-80,-83,North,i17
-70,-91,-82,-90,-76,-85,-82,-81,North,i17
-69,-92,-83,-92,-75,-85,-82,-81,North,i17
-71,-92,-82,-88,-73,-85,-91,-82,North,i17
-67,-100,-82,-94,-74,-86,-78,-82,North,i17
-69,-91,-82,-92,-74,-87,-83,-82,North,i17
-68,-92,-100,-93,-71,-85,-82,-87,North,i17
-70,-90,-83,-91,-75,-87,-83,-83,North,i17
-68,-89,-82,-93,-74,-85,-78,-82,North,i17
-70,-89,-80,-86,-74,-86,-81,-82,North,i17
-69,-91,-82,-82,-74,-84,-79,-84,North,i17
-70,-92,-85,-78,-74,-84,-81,-83,North,i17
-70,-91,-83,-81,-73,-85,-85,-80,North,i17
-71,-93,-81,-81,-77,-86,-79,-86,North,i17
-73,-85,-79,-84,-61,-89,-71,-91,North,i15
-73,-85,-80,-83,-61,-91,-71,-89,North,i15
-73,-85,-79,-83,-61,-100,-71,-90,North,i15
-71,-85,-77,-83,-56,-100,-70,-91,North,i15
-74,-84,-78,-84,-61,-87,-71,-88,North,i15
-72,-83,-79,-81,-62,-89,-72,-88,North,i15
-74,-82,-80,-86,-61,-88,-70,-88,North,i15
-78,-84,-74,-79,-67,-100,-76,-92,North,i15
-73,-85,-79,-84,-61,-90,-73,-89,North,i15
-73,-84,-78,-85,-65,-91,-72,-89,North,i15
-73,-85,-79,-84,-62,-90,-72,-91,North,i15
-79,-85,-79,-85,-66,-88,-71,-88,North,i15
-73,-86,-79,-86,-62,-92,-71,-89,North,i15
-70,-85,-80,-85,-62,-90,-74,-100,North,i15
-100,-85,-79,-84,-62,-91,-72,-92,North,i15
-73,-84,-80,-100,-61,-89,-76,-100,North,i15
-73,-85,-80,-85,-61,-91,-76,-100,North,i15
-73,-91,-79,-85,-62,-90,-71,-88,North,i15
-73,-84,-81,-83,-61,-90,-72,-90,North,i15
-73,-83,-79,-85,-61,-91,-73,-91,North,i15
-73,-83,-77,-84,-62,-100,-71,-90,North,i15
-72,-84,-78,-84,-61,-88,-71,-90,North,i15
-72,-84,-78,-82,-61,-90,-72,-90,North,i15
-72,-84,-79,-83,-61,-89,-71,-89,North,i15
-72,-84,-78,-87,-61,-89,-69,-88,North,i15
-72,-84,-78,-100,-61,-89,-71,-100,North,i15
-72,-86,-76,-83,-61,-87,-72,-88,North,i15
-72,-85,-79,-84,-62,-91,-68,-88,North,i15
-71,-85,-79,-83,-61,-87,-71,-87,North,i15
-73,-84,-82,-85,-62,-90,-74,-92,North,i15
-73,-85,-78,-85,-60,-88,-69,-87,North,i15
-73,-90,-80,-100,-62,-87,-73,-89,North,i15
-75,-87,-79,-88,-63,-90,-74,-91,North,i15
-75,-83,-80,-80,-64,-94,-76,-88,North,i15
-74,-85,-86,-74,-66,-91,-72,-90,North,i15
-73,-85,-77,-80,-63,-89,-71,-89,North,i15
-72,-83,-76,-77,-61,-89,-69,-86,North,i15
-70,-86,-76,-76,-61,-90,-71,-88,North,i15
-73,-84,-77,-86,-62,-89,-71,-89,North,i15
-73,-86,-77,-77,-61,-91,-71,-89,North,i15
-73,-85,-78,-80,-62,-90,-70,-88,North,i15
-77,-83,-77,-72,-61,-90,-72,-88,North,i15
-74,-84,-77,-89,-62,-89,-71,-89,North,i15
-72,-84,-78,-100,-61,-91,-71,-100,North,i15
-72,-84,-78,-80,-60,-89,-71,-88,North,i15
-73,-84,-79,-86,-61,-91,-71,-89,North,i15
-72,-84,-78,-87,-60,-88,-71,-87,North,i15
-73,-85,-76,-80,-61,-85,-72,-88,North,i15
-72,-84,-79,-82,-61,-90,-70,-88,North,i15
-73,-85,-78,-78,-61,-90,-71,-88,North,i15
-76,-85,-81,-73,-66,-84,-84,-91,North,i13
-79,-89,-84,-82,-68,-91,-84,-100,North,i13
-80,-89,-83,-71,-68,-84,-79,-100,North,i13
-80,-89,-86,-71,-69,-84,-81,-90,North,i13
-78,-91,-84,-74,-67,-82,-81,-100,North,i13
-82,-91,-83,-75,-69,-81,-83,-100,North,i13
-81,-100,-84,-74,-67,-83,-81,-100,North,i13
-72,-88,-82,-78,-67,-81,-82,-91,North,i13
-80,-88,-82,-82,-68,-82,-82,-100,North,i13
-80,-89,-83,-80,-67,-82,-82,-100,North,i13
-80,-90,-83,-80,-68,-83,-82,-100,North,i13
-82,-89,-80,-78,-67,-83,-82,-94,North,i13
-79,-89,-87,-74,-69,-82,-81,-91,North,i13
-76,-90,-83,-73,-68,-82,-81,-88,North,i13
-73,-90,-85,-77,-67,-84,-81,-100,North,i13
-78,-90,-84,-76,-68,-83,-80,-100,North,i13
-78,-90,-85,-73,-68,-80,-81,-100,North,i13
-78,-90,-83,-77,-70,-83,-82,-100,North,i13
-76,-90,-82,-81,-66,-81,-82,-100,North,i13
-77,-89,-84,-86,-68,-82,-81,-100,North,i13
-79,-100,-85,-79,-67,-82,-81,-100,North,i13
-79,-90,-84,-82,-68,-81,-83,-100,North,i13
-77,-93,-83,-82,-68,-80,-82,-91,North,i13
-77,-89,-84,-84,-67,-83,-81,-100,North,i13
-79,-92,-84,-72,-67,-82,-82,-94,North,i13
-79,-100,-86,-75,-68,-83,-82,-100,North,i13
-79,-93,-84,-74,-68,-83,-84,-100,North,i13
-78,-91,-84,-76,-68,-82,-82,-96,North,i13
-76,-91,-84,-75,-69,-80,-83,-100,North,i13
-100,-89,-82,-75,-70,-82,-100,-100,North,i13
-76,-91,-83,-74,-67,-81,-81,-92,North,i13
-79,-95,-85,-76,-70,-85,-82,-92,North,i13
-79,-90,-84,-76,-71,-82,-82,-92,North,i13
-80,-93,-82,-75,-69,-84,-82,-94,North,i13
-79,-92,-83,-76,-69,-85,-84,-92,North,i13
-77,-93,-83,-76,-68,-84,-83,-89,North,i13
-77,-90,-86,-76,-67,-84,-82,-91,North,i13
-81,-92,-84,-76,-69,-82,-83,-92,North,i13
-80,-100,-82,-83,-68,-82,-81,-100,North,i13
-80,-91,-81,-84,-69,-84,-84,-90,North,i13
-79,-100,-83,-92,-69,-84,-83,-100,North,i13
-84,-91,-84,-74,-69,-82,-83,-92,North,i13
-80,-90,-86,-76,-73,-84,-84,-92,North,i13
-78,-92,-84,-73,-69,-84,-100,-92,North,i13
-78,-93,-84,-75,-69,-83,-83,-100,North,i13
-80,-90,-82,-75,-71,-84,-81,-100,North,i13
-79,-90,-84,-75,-67,-83,-83,-93,North,i13
-80,-92,-86,-76,-68,-82,-82,-90,North,i13
-74,-89,-84,-76,-68,-84,-85,-91,North,i13
-80,-90,-83,-75,-68,-82,-82,-92,North,i13
-76,-92,-79,-80,-67,-77,-91,-87,North,i11
-79,-89,-78,-81,-65,-83,-85,-85,North,i11
-79,-88,-79,-80,-66,-77,-91,-87,North,i11
-77,-89,-78,-81,-64,-75,-100,-88,North,i11
-78,-88,-78,-82,-71,-74,-88,-85,North,i11
-81,-88,-77,-83,-70,-77,-88,-85,North,i11
-80,-90,-78,-76,-68,-76,-100,-88,North,i11
-77,-89,-78,-81,-67,-77,-91,-86,North,i11
-77,-90,-75,-81,-69,-76,-88,-87,North,i11
-78,-85,-78,-82,-69,-77,-91,-87,North,i11
-74,-86,-78,-81,-69,-74,-91,-84,North,i11
-79,-89,-78,-81,-69,-75,-89,-87,North,i11
-78,-89,-78,-80,-71,-76,-91,-87,North,i11
-77,-90,-78,-81,-69,-76,-89,-86,North,i11
-77,-88,-78,-81,-69,-76,-90,-87,North,i11
-77,-91,-78,-79,-67,-77,-88,-87,North,i11
-77,-89,-76,-79,-70,-76,-89,-86,North,i11
-78,-89,-78,-80,-69,-75,-88,-86,North,i11
-79,-92,-80,-82,-71,-81,-90,-88,North,i11
-75,-93,-80,-79,-69,-76,-86,-86,North,i11
-77,-90,-79,-80,-67,-77,-100,-87,North,i11
-77,-92,-79,-79,-68,-76,-87,-87,North,i11
-79,-90,-80,-80,-67,-77,-91,-88,North,i11
-77,-91,-79,-79,-68,-75,-89,-85,North,i11
-79,-90,-80,-78,-67,-77,-93,-86,North,i11
-77,-93,-78,-80,-70,-78,-90,-84,North,i11
-78,-91,-78,-81,-67,-77,-87,-86,North,i11
-76,-92,-73,-80,-66,-77,-89,-85,North,i11
-73,-90,-78,-80,-70,-76,-89,-86,North,i11
-75,-92,-79,-80,-68,-77,-88,-85,North,i11
-77,-90,-76,-81,-69,-80,-89,-86,North,i11
-76,-95,-78,-80,-100,-78,-87,-85,North,i11
-79,-92,-78,-80,-69,-78,-88,-87,North,i11
-81,-97,-80,-80,-69,-75,-89,-88,North,i11
-77,-92,-78,-78,-66,-77,-89,-86,North,i11
-79,-91,-76,-78,-68,-76,-87,-86,North,i11
-80,-91,-77,-80,-71,-77,-89,-87,North,i11
-81,-87,-77,-81,-70,-78,-89,-87,North,i11
-77,-86,-79,-78,-69,-76,-92,-84,North,i11
-76,-92,-76,-79,-68,-77,-90,-86,North,i11
-77,-84,-78,-78,-69,-77,-88,-86,North,i11
-77,-87,-79,-79,-69,-76,-91,-86,North,i11
-78,-89,-78,-80,-73,-75,-89,-89,North,i11
-77,-91,-79,-78,-69,-77,-88,-85,North,i11
-76,-88,-79,-78,-69,-77,-87,-84,North,i11
-75,-90,-79,-79,-71,-76,-88,-87,North,i11
-77,-89,-79,-79,-69,-80,-86,-86,North,i11
-80,-91,-79,-76,-71,-79,-92,-88,North,i11
-80,-92,-79,-82,-71,-77,-89,-85,North,i11
-80,-92,-80,-84,-70,-79,-90,-85,North,i11
