Output,CSG518-1,CSG518-2,CSG518-3,CSG518-4,CSG518-5,CSG518-6,CSG518-7,CSG518-8
a19,-75,-65,-65,-83,-77,-79,-63,-84
a19,-75,-65,-63,-84,-76,-79,-63,-86
a19,-74,-64,-65,-84,-77,-77,-63,-85
a19,-75,-64,-62,-84,-76,-78,-63,-84
a19,-75,-64,-65,-83,-76,-84,-64,-85
a19,-75,-65,-64,-84,-76,-78,-62,-84
a19,-74,-64,-64,-85,-74,-79,-63,-84
a19,-74,-65,-65,-84,-74,-78,-63,-85
a19,-67,-61,-68,-79,-66,-78,-68,-82
a19,-68,-61,-69,-80,-67,-77,-67,-87
a19,-67,-58,-67,-79,-64,-80,-68,-85
a19,-81,-65,-72,-100,-76,-91,-87,-91
a19,-67,-66,-62,-93,-67,-78,-57,-91
a19,-69,-67,-63,-92,-63,-77,-60,-91
a19,-69,-67,-60,-90,-64,-75,-58,-90
a19,-69,-65,-59,-92,-64,-77,-58,-89
a19,-65,-67,-59,-91,-64,-76,-59,-89
a19,-69,-67,-59,-92,-62,-75,-58,-90
a19,-69,-68,-57,-93,-60,-76,-56,-89
a19,-64,-67,-60,-93,-64,-76,-58,-88
a19,-69,-67,-60,-93,-64,-76,-59,-89
a19,-69,-65,-61,-93,-60,-77,-58,-88
a19,-69,-67,-60,-91,-63,-75,-59,-90
a19,-66,-68,-60,-94,-64,-76,-59,-90
a19,-69,-68,-60,-93,-64,-76,-58,-89
a19,-69,-68,-58,-93,-64,-77,-57,-88
a19,-68,-68,-62,-92,-65,-76,-58,-89
a19,-67,-69,-59,-93,-65,-77,-59,-89
a19,-69,-67,-60,-90,-64,-77,-58,-88
a19,-69,-67,-60,-93,-65,-76,-59,-90
a19,-69,-67,-58,-92,-65,-76,-59,-89
a19,-76,-67,-60,-93,-64,-76,-58,-90
a19,-69,-68,-57,-93,-64,-77,-59,-88
a19,-68,-67,-57,-92,-65,-76,-59,-90
a19,-69,-67,-59,-92,-64,-77,-59,-90
a19,-68,-68,-59,-92,-64,-77,-59,-88
a19,-69,-65,-60,-94,-62,-78,-57,-90
a19,-69,-68,-60,-95,-64,-76,-58,-88
a19,-68,-68,-60,-93,-65,-78,-57,-89
a19,-69,-68,-61,-93,-65,-77,-59,-89
a19,-69,-67,-59,-91,-63,-78,-59,-89
a19,-68,-65,-58,-91,-63,-77,-59,-89
a19,-67,-68,-59,-94,-64,-76,-60,-88
a19,-69,-66,-60,-91,-62,-76,-57,-91
a19,-65,-68,-60,-94,-64,-75,-59,-90
a19,-69,-68,-60,-100,-63,-76,-58,-88
a19,-69,-67,-60,-94,-64,-75,-58,-88
a19,-69,-68,-59,-94,-64,-77,-59,-89
a19,-69,-67,-60,-94,-64,-76,-60,-89
a19,-68,-67,-58,-93,-64,-76,-59,-89
a19,-69,-69,-60,-93,-63,-75,-61,-89
a19,-69,-68,-58,-93,-64,-76,-59,-88
a19,-69,-68,-59,-93,-64,-76,-60,-90
a19,-68,-68,-58,-92,-64,-77,-59,-89
a19,-69,-68,-60,-93,-64,-77,-58,-90
a19,-69,-68,-60,-93,-63,-76,-57,-89
a19,-68,-67,-61,-93,-64,-76,-58,-90
a19,-69,-68,-61,-92,-65,-77,-60,-88
a19,-63,-53,-75,-79,-69,-81,-69,-91
a19,-62,-53,-75,-83,-69,-79,-71,-92
a19,-62,-50,-72,-82,-70,-80,-66,-90
a19,-61,-53,-73,-82,-72,-81,-67,-89
a19,-61,-53,-72,-81,-69,-83,-67,-90
a19,-63,-53,-73,-82,-68,-80,-66,-91
a19,-62,-53,-71,-81,-68,-80,-65,-89
a19,-62,-53,-73,-81,-71,-81,-65,-89
a19,-62,-53,-72,-82,-72,-82,-65,-91
a19,-62,-55,-71,-81,-71,-81,-66,-89
a19,-62,-53,-71,-81,-70,-82,-65,-90
a19,-62,-54,-72,-83,-71,-82,-67,-90
a19,-62,-53,-72,-82,-71,-81,-65,-91
a19,-61,-53,-73,-83,-70,-82,-66,-91
a19,-62,-53,-72,-82,-71,-83,-65,-92
a19,-62,-52,-72,-82,-72,-82,-66,-90
a19,-62,-51,-72,-82,-71,-81,-66,-90
a19,-62,-54,-72,-84,-69,-80,-66,-88
a19,-62,-53,-71,-82,-70,-82,-65,-89
a19,-62,-53,-72,-82,-70,-81,-64,-89
a19,-62,-54,-72,-83,-71,-81,-66,-90
a19,-61,-53,-72,-82,-70,-82,-65,-91
a19,-61,-53,-73,-83,-71,-83,-65,-91
a19,-62,-53,-72,-83,-70,-81,-65,-90
a19,-62,-54,-73,-82,-72,-81,-65,-92
a19,-61,-53,-72,-83,-72,-81,-66,-91
a19,-62,-53,-73,-83,-71,-81,-67,-90
a19,-62,-53,-71,-83,-71,-81,-67,-90
a19,-62,-53,-72,-82,-71,-81,-68,-92
a19,-62,-53,-72,-83,-72,-82,-66,-90
a19,-62,-52,-72,-82,-71,-80,-65,-90
a19,-61,-53,-72,-82,-71,-81,-65,-90
a19,-62,-54,-72,-83,-71,-81,-66,-89
a19,-63,-53,-72,-84,-70,-81,-67,-91
a19,-62,-53,-72,-82,-70,-82,-64,-91
a19,-62,-54,-72,-82,-72,-100,-65,-90
a19,-62,-54,-72,-82,-68,-81,-64,-91
a19,-61,-53,-71,-83,-70,-80,-66,-90
a19,-62,-53,-72,-82,-70,-82,-65,-92
a19,-59,-53,-71,-81,-70,-81,-65,-91
a19,-62,-53,-71,-81,-69,-80,-64,-90
a19,-62,-53,-72,-83,-71,-81,-64,-92
a19,-62,-53,-72,-82,-71,-81,-65,-93
a19,-63,-53,-73,-82,-71,-82,-65,-91
a19,-62,-53,-72,-82,-70,-80,-64,-90
a19,-60,-53,-73,-82,-68,-82,-66,-91
a19,-62,-54,-72,-81,-71,-81,-65,-90
a19,-62,-53,-71,-81,-70,-79,-65,-91
a19,-63,-53,-72,-82,-69,-81,-66,-90
a19,-61,-53,-73,-82,-70,-82,-65,-91
